ensembl_gene_id	GTEx_gene_id_version	Description	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	tissue_means	sum
ENSG00000230764	ENSG00000230764.1	MTND1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3343	0	0	0	0	0.00630754716981132	0.340607547169811
ENSG00000237309	ENSG00000237309.1	MTND2P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2388	0	0	0	0	0.00450566037735849	0.243305660377359
ENSG00000236692	ENSG00000236692.1	RP11-1217F2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2172	0	0	0	0	0.00409811320754717	0.221298113207547
ENSG00000228851	ENSG00000228851.1	RP11-1217F2.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04196	0	0	0	0	0.000791698113207547	0.0427516981132075
ENSG00000227584	ENSG00000227584.1	MTND4P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04446	0	0	0	0	0.000838867924528302	0.0452988679245283
ENSG00000230531	ENSG00000230531.1	MTND5P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04965	0	0	0	0	0.000936792452830189	0.0505867924528302
ENSG00000234671	ENSG00000234671.1	RP11-1217F2.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06004	0	0	0	0	0.00113283018867925	0.0611728301886793
ENSG00000248704	ENSG00000248704.1	MTND4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248315	ENSG00000248315.1	RP11-3N2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230052	ENSG00000230052.1	MTND3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233385	ENSG00000233385.1	RP11-3N2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227035	ENSG00000227035.1	RP11-3N2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234234	ENSG00000234234.1	RP11-3N2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234700	ENSG00000234700.1	RP11-3N2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05598	0	0	0	0	0.00105622641509434	0.0570362264150943
ENSG00000230252	ENSG00000230252.1	MTND2P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08655	0	0	0	0	0.00163301886792453	0.0881830188679245
ENSG00000235646	ENSG00000235646.1	MTND1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1598	0	0	0	0	0.00301509433962264	0.162815094339623
ENSG00000226392	ENSG00000226392.1	RP4-736H5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237466	ENSG00000237466.1	RP4-736H5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1273	0	0	0	0	0.00240188679245283	0.129701886792453
ENSG00000232975	ENSG00000232975.1	RP5-945F2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225959	ENSG00000225959.1	MTND4P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230654	ENSG00000230654.1	RP11-666G4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229031	ENSG00000229031.1	RP11-666G4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230999	ENSG00000230999.1	MTND5P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4681	0	0	0	0	0.00883207547169811	0.476932075471698
ENSG00000232922	ENSG00000232922.1	AC004112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1857	0	0	0	0	0.00350377358490566	0.189203773584906
ENSG00000236232	ENSG00000236232.1	AC004112.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3378	0	0	0	0	0.00637358490566038	0.34417358490566
ENSG00000224042	ENSG00000224042.2	MTND4P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230605	ENSG00000230605.1	AC006326.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261778	ENSG00000261778.1	RP5-1173P7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241926	ENSG00000241926.1	RP5-1154E9.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1245	0	0	0	0	0	0	0	0	0	0	0	0	0.00234905660377358	0.126849056603774
ENSG00000224354	ENSG00000224354.2	MTND2P5	0	0	0	0	0	0	0	0	0	0.00804	0.080605	0.07319	0	0	0	0	0.03653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03553	0	0	0	0	0	0	0	0	0	0	0	0	0.00441311320754717	0.238308113207547
ENSG00000239648	ENSG00000239648.1	MTND1P3	0	0	0	0	0	0	0	0	0	0.005755	0.1134	0.09222	0	0	0	0	0.04507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07388	0.056355	0	0	0	0	0	0	0	0	0	0	0	0	0.00729584905660377	0.393975849056604
ENSG00000270672	ENSG00000270672.1	MTRNR2L6	0.089005	0.08654	0.15175	0.06739	0.0822	0.0986	0.06776	0.54055	0.3939	0.4036	0.22345	0.2161	0.3063	0.3431	0.4593	0.4097	0.4125	0.43955	0.3864	0.4469	0.091455	0.085705	0.06606	0.054445	0.1236	0.1118	0.10805	0.10495	0.07117	0.1049	0.1101	0.1688	0.2113	0.1928	0.1099	0.0974	0.05438	0.1105	0.10875	0.04542	0.15425	0.08922	0.1293	0.094	0.1025	0.09188	0.07629	0.12025	0.142	0.090695	0.0551	0.06511	0.07513	0.170600094339623	9.21240509433962
ENSG00000226509	ENSG00000226509.1	AC005588.2	0	0	0	0	0	0	0	0	0	0	0.4853	0.4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179188679245283	0.967618867924528
ENSG00000253257	ENSG00000253257.1	MTND4P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254015	ENSG00000254015.1	CTD-2547L16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253178	ENSG00000253178.1	RP11-404E12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253290	ENSG00000253290.1	RP11-597M17.3	0.5256	0	0	0	0.1058	0.2295	0.6189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12905	0	0	0	0	0	0	0.15315	0	0	0	0.2396	0	0	0	0	0.1721	0	2.7605	0.1317	0	0	0	0.189	0.4886	0	0	0	0.3677	0.0591	0	0.4009	0	0.123984905660377	6.69518490566038
ENSG00000253615	ENSG00000253615.1	RP11-597M17.2	0.32345	0	0	0	0	0	0.2656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15785	0.334	0	0	0	0	0	0	0.1553	0	0	0	0	0	0	1.716	0	0	0	0	0	0.2735	0	0	0	0.2619	0	0	0.2641	0	0.0707867924528302	3.82248679245283
ENSG00000254346	ENSG00000254346.2	MTND1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254090	ENSG00000254090.1	MTND2P32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253504	ENSG00000253504.1	RP11-593P24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254384	ENSG00000254384.1	MTND6P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253685	ENSG00000253685.1	RP11-593P24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253828	ENSG00000253828.2	MTND1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05349	0	0	0	0	0.00100924528301887	0.0544992452830189
ENSG00000252594	ENSG00000252594.1	RNU6-656P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254118	ENSG00000254118.1	RP11-101E19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04024	0	0	0	0	0.000759245283018868	0.0409992452830189
ENSG00000254156	ENSG00000254156.1	MTND6P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253795	ENSG00000253795.1	MTND1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253556	ENSG00000253556.1	KB-1639H6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254241	ENSG00000254241.1	RP11-946L20.1	0	0	0	0	0	0	0	0.047195	0	0.06075	0	0	0.048315	0	0.06003	0	0.03822	0.06779	0.05544	0.030595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00770443396226415	0.416039433962264
ENSG00000253970	ENSG00000253970.1	MTND2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253916	ENSG00000253916.1	CTD-2309H9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227730	ENSG00000227730.2	MTND6P5	0	0	0	0.09048	0	0	0	0	0	0	0	0.08574	0	0	0	0	0	0	0	0	0	0	0	0.09372	0.09785	0	0	0	0	0	0	0	0	0	0	0.07296	0	0	0	0	0	0	0	0.1168	0.1068	0.04564	0.073745	0	4.393	0	0	0.1054	0.09656	0.101484811320755	5.48017981132075
ENSG00000228166	ENSG00000228166.1	MTND1P11	0.076505	0	0	0.1196	0.04503	0.09524	0	0	0	0	0	0.06662	0	0	0	0	0	0	0	0	0.044875	0.087525	0	0.1209	0	0	0	0	0	0	0	0	0	0	0	0.08135	0	0	0.07326	0.1143	0	0	0	0.1515	0.1185	0.04879	0.046215	0	0.8721	0	0.04474	0.1126	0.08273	0.0453279245283019	2.4477079245283
ENSG00000224083	ENSG00000224083.1	RP11-39K24.4	0.093715	0.06792	0.03597	0.1694	0.06832	0.1309	0.0721	0.00892	0	0	0.0402	0.08238	0.019265	0	0	0	0	0.02168	0	0	0.06601	0.081235	0	0.106405	0.06557	0.0541	0.045375	0.055275	0.05911	0.05072	0.1342	0.04088	0.03181	0.04251	0	0.11	0.04329	0.028055	0.1074	0.1111	0	0.0297	0.04753	0.166	0.1608	0.06727	0.09049	0.0463	0.8569	0.056935	0.08517	0.1026	0.0786	0.0723039622641509	3.90441396226415
ENSG00000235917	ENSG00000235917.1	RP11-39K24.14	0.07934	0.05805	0	0.1487	0.0803	0.1128	0	0	0	0	0	0.06224	0	0	0	0	0	0	0	0	0.05622	0.055545	0	0.08271	0.08868	0.0375	0	0	0.04565	0	0	0	0	0	0	0.09937	0	0	0.083845	0.1187	0	0	0	0.1594	0.1439	0.05111	0.074535	0	0.6858	0	0.07159	0.1467	0.1006	0.0498733018867925	2.69315830188679
ENSG00000228097	ENSG00000228097.1	RP11-39K24.12	0.10205	0.06988	0	0.1929	0.1224	0.128	0.07483	0	0	0	0	0.07361	0	0	0	0	0	0	0	0	0.053415	0.10555	0	0.07255	0	0	0	0	0	0	0.09396	0	0	0	0	0.1442	0	0	0.1253	0.08781	0	0	0	0.1784	0.1655	0.06037	0.1089	0	0.6052	0	0.1225	0.1135	0.07109	0.0541870754716981	2.9261020754717
ENSG00000237711	ENSG00000237711.1	RP11-39K24.13	0.1271	0.1006	0	0.2454	0.1205	0.1684	0.1029	0	0	0	0.052375	0.1084	0	0	0	0	0	0	0	0	0.09018	0.1129	0	0.077265	0.1541	0.06526	0.046435	0.046435	0.07568	0	0.1653	0.0387	0	0	0	0.1717	0	0	0.13615	0.1316	0	0	0	0.2418	0.2075	0.08412	0.16215	0	0.8865	0.071645	0.1147	0.149	0.06095	0.0814291509433962	4.3971741509434
ENSG00000236254	ENSG00000236254.1	MTND4P14	0.095295	0.06446	0	0.1516	0.07087	0.1435	0.05884	0	0	0	0	0.05032	0	0	0	0	0	0	0	0	0.07917	0.08758	0	0.17952	0	0	0.024095	0.012115	0.06019	0	0.07433	0	0	0	0	0.09322	0	0	0.093255	0.08476	0	0	0	0.157	0.1424	0.05271	0.06955	0.03596	0.3227	0.041985	0.05763	0.1168	0.03712	0.0463580188679245	2.50333301886792
ENSG00000230225	ENSG00000230225.1	MTND5P14	0.1115	0.08893	0.03722	0.2061	0.08911	0.1494	0	0	0	0	0	0.06265	0	0	0	0	0	0	0	0	0.07807	0.1178	0	0.08038	0.04785	0.04084	0.03549	0	0.07432	0.028325	0	0.03453	0.02251	0	0	0.1282	0.03907	0	0.11795	0.1145	0	0	0.035175	0.1794	0.1552	0.06373	0.1832	0.03365	0.7143	0.06552	0.08373	0.1302	0.06582	0.0644277358490566	3.47909773584906
ENSG00000225433	ENSG00000225433.2	MTND1P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267085	ENSG00000267085.1	RP11-15J10.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237257	ENSG00000237257.1	MTND2P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232981	ENSG00000232981.1	RP11-117O7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225901	ENSG00000225901.1	MTND2P9	0	0	0	0	0	0	0	0.03605	0.04024	0.073995	0	0	0.055045	0.05112	0.03313	0.04304	0.05386	0.0699	0	0.046205	0	0	0	0	0	0	0	0	0	0	0	0.03733	0.06864	0.04014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122395283018868	0.660934528301887
ENSG00000228046	ENSG00000228046.2	RP11-15B24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0.00337735849056604	0.182377358490566
ENSG00000232179	ENSG00000232179.1	RP11-100G15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3213	0	0	0	0.242	0	0	0	0	0	0	0	0	0	0.0152820754716981	0.825232075471698
ENSG00000228069	ENSG00000228069.1	RP11-100G15.3	0.15775	0.1932	0.1078	0.1893	0.1343	0.06336	0.3625	0	0	0	0.081005	0.1077	0	0	0	0.03744	0	0	0.06741	0	0.22965	0.22695	0.2314	0.5951	0.3871	0.1127	0.16785	0.14005	0.2158	0.1175	0.5395	0.07363	0.03086	0.1318	0.09292	0.3836	0.2804	0	0.2046	0.75	0.1735	0.1863	0.19345	0.4738	0.2822	0.2519	0.23865	0.1676	0.2394	0.2666	0.3303	0.3626	0.08355	0.182321226415094	9.84534622641509
ENSG00000238288	ENSG00000238288.1	RP11-100G15.4	0.090385	0.1128	0	0.1286	0	0	0.2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11855	0.16565	0.1134	0.35545	0.5242	0	0	0	0.1176	0	0.1933	0	0	0.05661	0	0.2044	0.1721	0	0	0.539	0.1061	0	0	0.2993	0.1707	0.1355	0.1245	0	0.1236	0.1509	0.1512	0.1975	0	0.0859404716981132	4.64078547169811
ENSG00000240791	ENSG00000240791.1	RP11-100G15.5	0	0	0	0	0	0	0.1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1057	0	0.18405	0	0	0	0	0	0	0	0	0	0	0	0.1019	0.1053	0	0	0.2819	0	0	0	0.1718	0	0	0	0	0	0	0	0.168	0	0.0243688679245283	1.31591886792453
ENSG00000227321	ENSG00000227321.2	MTND4P15	0.12205	0.1481	0.07609	0.1273	0.08714	0	0.1343	0	0	0	0.03158	0.0865	0	0	0	0	0	0	0	0	0.1469	0.19325	0.1952	0.6242	0.206	0.09064	0.11105	0.090095	0.1567	0.08053	0.2917	0.04808	0	0.06822	0.02519	0.2528	0.2447	0	0.12255	0.538	0.136	0.08928	0.08713	0.3532	0.2279	0.1564	0.09224	0.134	0.1657	0.16865	0.2132	0.2908	0	0.121006886792453	6.53437188679245
ENSG00000225551	ENSG00000225551.1	RP11-19J3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230302	ENSG00000230302.2	MTND3P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229830	ENSG00000229830.1	RP11-341A22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237124	ENSG00000237124.1	MTND2P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04192	0	0	0	0	0	0	0	0	0	0	0	0	0.000790943396226415	0.0427109433962264
ENSG00000230818	ENSG00000230818.1	MTND2P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235940	ENSG00000235940.1	MTND1P21	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3757	0.3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157320754716981	0.849532075471698
ENSG00000230112	ENSG00000230112.1	RP11-56H7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00364339622641509	0.196743396226415
ENSG00000236626	ENSG00000236626.1	MTND5P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228694	ENSG00000228694.1	MTND4P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225276	ENSG00000225276.1	MTND1P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256892	ENSG00000256892.1	MTRNR2L7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
