n_hgnc_symbol	mt_hgnc_symbol	n_start_numt	n_end_numt	mt_start_numt	mt_end_numt	n_leng	mt_leng	ov	percent_n	percent_mt
NA	MT-CYB	1601400149	1601401280	1601400843	1601401983	1131	1140	437	0.386383731211317	0.383333333333333
NA	MT-ATP6	1700200000	1700200146	1700200000	1700200516	146	516	146	1	0.282945736434109
NA	MT-RNR2	1700500474	1700500959	1700500000	1700501145	485	1145	485	1	0.423580786026201
NA	MT-RNR2	1700600000	1700600081	1700600000	1700600573	81	573	81	1	0.141361256544503
NA	MT-TL1	1700600576	1700600992	1700600574	1700600648	416	74	72	0.173076923076923	0.972972972972973
NA	MT-TL1	1700700000	1700700042	1700700000	1700700043	42	43	42	1	0.976744186046512
MTND1P14	MT-ND1	1700700045	1700700994	1700700046	1700701001	949	955	948	0.998946259220232	0.992670157068063
TRNAQ41P	MT-TI	1700701060	1700701131	1700701002	1700701070	71	68	10	0.140845070422535	0.147058823529412
TRNAQ41P	MT-TQ	1700701060	1700701131	1700701068	1700701139	71	71	63	0.887323943661972	0.887323943661972
MTND2P12	MT-ND2	1700800000	1700801193	1700800000	1700800899	1193	899	899	0.753562447611065	1
MTND2P12	MT-ND2	1700900000	1700900568	1700900000	1700900575	568	575	568	1	0.987826086956522
NA	MT-CO1	1700900974	1700901453	1700900968	1700902509	479	1541	479	1	0.310837118754056
NA	MT-CYB	1701100422	1701101514	1701100382	1701101522	1092	1140	1092	1	0.957894736842105
MTRNR2L1	MT-TV	1701301072	1701302626	1701301025	1701301093	1554	68	21	0.0135135135135135	0.308823529411765
MTRNR2L1	MT-RNR2	1701301072	1701302626	1701301094	1701302652	1554	1558	1532	0.985842985842986	0.983311938382542
NA	MT-RNR2	1701302524	1701303291	1701301094	1701302652	767	1558	128	0.166883963494133	0.0821566110397946
NA	MT-TL1	1701302524	1701303291	1701302653	1701302727	767	74	74	0.0964797913950456	1
NA	MT-ND1	1701302524	1701303291	1701302730	1701303685	767	955	561	0.73142112125163	0.587434554973822
MTND1P15	MT-TL1	1701302699	1701303657	1701302653	1701302727	958	74	28	0.0292275574112735	0.378378378378378
MTND1P15	MT-ND1	1701302699	1701303657	1701302730	1701303685	958	955	927	0.967640918580376	0.970680628272251
NA	MT-TM	1701303860	1701304898	1701303825	1701303892	1038	67	32	0.0308285163776493	0.477611940298507
NA	MT-ND2	1701303860	1701304898	1701303893	1701304934	1038	1041	1005	0.968208092485549	0.965417867435158
NA	MT-TY	1701305285	1701307531	1701305249	1701305314	2246	65	29	0.0129118432769368	0.446153846153846
NA	MT-CO1	1701305285	1701307531	1701305327	1701306868	2246	1541	1541	0.686108637577916	1
NA	MT-TS1	1701305285	1701307531	1701306869	1701306937	2246	68	68	0.0302760463045414	1
NA	MT-TD	1701305285	1701307531	1701306941	1701307008	2246	67	67	0.0298308103294746	1
NA	MT-CO2	1701305285	1701307531	1701307009	1701307692	2246	683	522	0.232413178984862	0.764275256222548
TRNAS30P	MT-CO1	1701306814	1701306882	1701305327	1701306868	68	1541	54	0.794117647058823	0.0350421804023361
TRNAS30P	MT-TS1	1701306814	1701306882	1701306869	1701306937	68	68	13	0.191176470588235	0.191176470588235
MTATP6P3	MT-ATP8	1701307895	1701308570	1701307789	1701307995	675	206	100	0.148148148148148	0.485436893203884
MTATP6P3	MT-ATP6	1701307895	1701308570	1701307950	1701308630	675	680	620	0.918518518518519	0.911764705882353
NA	MT-ATP6	1701308573	1701309353	1701307950	1701308630	780	680	57	0.0730769230769231	0.0838235294117647
NA	MT-CO3	1701308573	1701309353	1701308630	1701309413	780	783	723	0.926923076923077	0.923371647509579
NA	MT-CO1	1701800001	1701800625	1701800000	1701800627	624	627	624	1	0.995215311004785
NA	MT-CO3	1702100000	1702100231	1702100000	1702100651	231	651	231	1	0.354838709677419
NA	MT-CO2	1800300000	1800300222	1800300000	1800300294	222	294	222	1	0.755102040816326
NA	MT-ND4	1800400000	1800400687	1800400000	1800400870	687	870	687	1	0.789655172413793
NA	MT-CO2	1900500000	1900500324	1900500000	1900500375	324	375	324	1	0.864
NA	MT-ATP6	1900600000	1900600479	1900600000	1900600485	479	485	479	1	0.987628865979381
NA	MT-ND4	1902000017	1902000212	1.902e+09	1902000220	195	220	195	1	0.886363636363636
NA	MT-CO1	2000300000	2000300331	2000300000	2000301274	331	1274	331	1	0.259811616954474
NA	MT-CO3	2000600025	2000600315	2000600000	2000600335	290	335	290	1	0.865671641791045
MTND1P9	MT-TF	2000800018	2000800961	2000800000	2000800070	943	70	52	0.0551431601272534	0.742857142857143
MTND1P9	MT-RNR1	2000800018	2000800961	2000800071	2000801024	943	953	890	0.943796394485684	0.93389296956978
MTRNR2L3	MT-TV	2000801032	2000802414	2000801025	2000801093	1382	68	61	0.0441389290882779	0.897058823529412
MTRNR2L3	MT-RNR2	2000801032	2000802414	2000801094	2000802652	1382	1558	1320	0.955137481910275	0.847240051347882
MTCO2P1	MT-CO2	2000900002	2000900478	2000900000	2000900559	476	559	476	1	0.851520572450805
NA	MT-CYB	2101200000	2101201841	2101200000	2101200712	1841	712	712	0.386746333514394	1
NA	MT-CYB	2101300000	2101300417	2101300000	2101301125	417	1125	417	1	0.370666666666667
MTND6P21	MT-ND6	2101400065	2101400909	2101400000	2101400247	844	247	182	0.21563981042654	0.736842105263158
MTND6P21	MT-TE	2101400065	2101400909	2101400248	2101400316	844	68	68	0.0805687203791469	1
MTND6P21	MT-ND5	2101500000	2101500084	2101500000	2101500161	84	161	84	1	0.521739130434783
MTND5P1	MT-ND5	2101500068	2101501442	2101500000	2101500161	1374	161	93	0.0676855895196507	0.577639751552795
MTND5P1	MT-ND6	2101500068	2101501442	2101500162	2101500686	1374	524	524	0.38136826783115	1
MTND5P1	MT-ND5	2101600000	2101600887	2101600000	2101600751	887	751	751	0.846674182638106	1
MTND5P1	MT-TS2	2101700000	2101700585	2101700000	2101700007	585	7	7	0.011965811965812	1
MTND5P1	MT-TL2	2101700000	2101700585	2101700008	2101700078	585	70	70	0.11965811965812	1
MTND5P1	MT-ND5	2101700000	2101700585	2101700079	2101701890	585	1811	506	0.864957264957265	0.279403644395362
MTCO1P3	MT-CO1	2101800003	2101800194	2101800000	2101801450	191	1450	191	1	0.131724137931034
MTND1P17	MT-ND1	2200100000	2200100197	2200100000	2200100511	197	511	197	1	0.385518590998043
MTND1P13	MT-ND1	2200200000	2200201430	2200200000	2200200658	1430	658	658	0.46013986013986	1
MTND1P13	MT-ND1	2200300000	2200300180	2200300000	2200300259	180	259	180	1	0.694980694980695
NA	MT-CO1	2200600000	2200600352	2200600000	2200600355	352	355	352	1	0.991549295774648
NA	MT-CO2	2200600507	2200601521	2200600496	2200601179	1014	683	672	0.662721893491124	0.98389458272328
NA	MT-CO2	2200700000	2200700510	2200700000	2200700516	510	516	510	1	0.988372093023256
NA	MT-ATP6	2200700823	2200701384	2200700774	2200701454	561	680	561	1	0.825
NA	MT-CO3	2200800046	2200800733	2200800044	2200800827	687	783	687	1	0.877394636015326
NA	MT-CO3	2200800736	2200801405	2200800044	2200800827	669	783	91	0.136023916292975	0.116219667943806
NA	MT-CYB	2200900000	2200900629	2200900000	2200900468	629	468	468	0.744038155802862	1
NA	MT-CYB	2.201e+09	2201000332	2.201e+09	2201000343	332	343	332	1	0.967930029154519
MTND1P10	MT-ND1	2201300025	2201300856	2201300000	2201300543	831	543	518	0.623345367027678	0.953959484346225
MTND1P10	MT-ND1	2201400000	2201400321	2201400000	2201400328	321	328	321	1	0.978658536585366
MTND6P12	MT-ND6	2300200081	2300200602	2300200078	2300200602	521	524	521	1	0.994274809160305
NA	MT-CYB	2300200675	2300201808	2300200676	2300201816	1133	1140	1132	0.999117387466902	0.992982456140351
NA	MT-TF	2.301e+09	2301000502	2.301e+09	2301000070	502	70	70	0.139442231075697	1
NA	MT-RNR1	2.301e+09	2301000502	2301000071	2301001024	502	953	431	0.858565737051793	0.452256033578174
MTND2P24	MT-TV	2301000959	2301001764	2301001025	2301001093	805	68	68	0.084472049689441	1
MTND2P24	MT-RNR2	2301000959	2301001764	2301001094	2301002652	805	1558	670	0.832298136645963	0.430038510911425
MTND2P24	MT-RNR1	2301000959	2301001764	2301000071	2301001024	805	953	65	0.0807453416149068	0.068205666316894
MTND1P30	MT-RNR2	2301002142	2301003042	2301001094	2301002652	900	1558	510	0.566666666666667	0.327342747111682
MTND1P30	MT-TL1	2301002142	2301003042	2301002653	2301002727	900	74	74	0.0822222222222222	1
MTND1P30	MT-ND1	2301002142	2301003042	2301002730	2301003685	900	955	312	0.346666666666667	0.326701570680628
MTRNR2L10	MT-ND1	2301003156	2301004276	2301002730	2301003685	1120	955	529	0.472321428571429	0.553926701570681
MTRNR2L10	MT-TI	2301003156	2301004276	2301003686	2301003754	1120	68	68	0.0607142857142857	1
MTRNR2L10	MT-TQ	2301003156	2301004276	2301003752	2301003823	1120	71	71	0.0633928571428571	1
MTRNR2L10	MT-TM	2301003156	2301004276	2301003825	2301003892	1120	67	67	0.0598214285714286	1
MTRNR2L10	MT-ND2	2301003156	2301004276	2301003893	2301004934	1120	1041	383	0.341964285714286	0.367915465898175
MTND1P31	MT-ND1	2301200530	2301201490	2301200506	2301201461	960	955	931	0.969791666666667	0.974869109947644
MTND1P31	MT-TI	2301200530	2301201490	2301201462	2301201530	960	68	28	0.0291666666666667	0.411764705882353
MTND2P25	MT-ND2	2301201685	2301202294	2301201669	2301202710	609	1041	609	1	0.585014409221902
NA	MT-CYB	2301300143	2301301264	2301300023	2301301163	1121	1140	1020	0.909901873327386	0.894736842105263
NA	MT-TT	2301300143	2301301264	2301301164	2301301229	1121	65	65	0.0579839429081178	1
NA	MT-TP	2301300143	2301301264	2301301232	2301301299	1121	67	32	0.0285459411239964	0.477611940298507
MTND4P31	MT-ND6	2301400538	2301404637	2301400076	2301400600	4099	524	62	0.0151256404000976	0.118320610687023
MTND4P31	MT-ND5	2301500000	2301503232	2301500000	2301501494	3232	1494	1494	0.462252475247525	1
MTND4P31	MT-ND4	2301600000	2301601945	2301600000	2301600340	1945	340	340	0.174807197943445	1
MTND4P31	MT-TH	2301600000	2301601945	2301600341	2301600409	1945	68	68	0.0349614395886889	1
MTND4P31	MT-TS2	2301600000	2301601945	2301600410	2301600468	1945	58	58	0.0298200514138817	1
MTND4P31	MT-TL2	2301600000	2301601945	2301600469	2301600539	1945	70	70	0.0359897172236504	1
MTND4P31	MT-ND5	2301600000	2301601945	2301600540	2301602351	1945	1811	1405	0.722365038560411	0.775814467145224
MTND4P31	MT-ND4	2301700000	2301700132	2301700000	2301700525	132	525	132	1	0.251428571428571
NA	MT-CYB	2301800000	2301800098	2301800000	2301801029	98	1029	98	1	0.0952380952380952
MTND6P13	MT-ND6	2.302e+09	2302000240	2.302e+09	2302000234	240	234	234	0.975	1
MTND6P13	MT-TE	2.302e+09	2302000240	2302000235	2302000303	240	68	5	0.0208333333333333	0.0735294117647059
MTND1P32	MT-ND1	2302500000	2302500866	2302500000	2302500886	866	886	866	1	0.977426636568849
MTND2P2	MT-TM	2302501075	2302502649	2302501026	2302501093	1574	67	18	0.01143583227446	0.26865671641791
MTND2P2	MT-ND2	2302501075	2302502649	2302501094	2302502135	1574	1041	1041	0.661372299872935	1
MTND2P2	MT-ND2	2302600000	2302600460	2302600000	2302600543	460	543	460	1	0.847145488029466
NA	MT-CO1	2302700007	2302700849	2302700000	2302700517	842	517	510	0.605700712589074	0.986460348162476
NA	MT-CO1	2302800000	2302800259	2302800000	2302800260	259	260	259	1	0.996153846153846
NA	MT-CO2	2302900000	2302900275	2302900000	2302900298	275	298	275	1	0.922818791946309
NA	MT-ATP8	2302900543	2302901707	2302900395	2302900601	1164	206	58	0.0498281786941581	0.281553398058252
NA	MT-ATP6	2302900543	2302901707	2302900556	2302901236	1164	680	680	0.584192439862543	1
NA	MT-ATP6	2.303e+09	2303000091	2.303e+09	2303000098	91	98	91	1	0.928571428571429
NA	MT-ATP6	2303000094	2303000414	2.303e+09	2303000098	320	98	4	0.0125	0.0408163265306122
NA	MT-CO3	2303000094	2303000414	2303000098	2303000881	320	783	316	0.9875	0.403575989782886
MTND5P26	MT-TL2	2303200128	2303203225	2303200058	2303200128	3097	70	0	0	0
MTND5P26	MT-ND5	2303200128	2303203225	2303200129	2303201940	3097	1811	1811	0.58475944462383	1
MTND5P26	MT-ND5	2303300000	2303301497	2303300000	2303301538	1497	1538	1497	1	0.97334200260078
NA	MT-ND5	2303301523	2303302005	2303300000	2303301538	482	1538	15	0.0311203319502075	0.00975292587776333
NA	MT-ND6	2303301523	2303302005	2303301539	2303302063	482	524	466	0.966804979253112	0.889312977099237
NA	MT-TE	2303302100	2303303183	2303302064	2303302132	1083	68	32	0.0295475530932595	0.470588235294118
NA	MT-CYB	2303302100	2303303183	2303302137	2303303277	1083	1140	1046	0.965835641735919	0.917543859649123
NA	MT-CO1	2303800001	2303800699	2303800000	2303800892	698	892	698	1	0.782511210762332
MTND4LP1	MT-RNR1	2303900261	2303900417	2303900000	2303900917	156	917	156	1	0.170119956379498
MTND4LP1	MT-ND4L	2.304e+09	2304000153	2.304e+09	2304000160	153	160	153	1	0.95625
NA	MT-ND4L	2304000078	2304000151	2.304e+09	2304000160	73	160	73	1	0.45625
MTND4P24	MT-ND4L	2304000154	2304000550	2.304e+09	2304000160	396	160	6	0.0151515151515152	0.0375
MTND4P24	MT-ND4	2304000154	2304000550	2304000154	2304001531	396	1377	396	1	0.287581699346405
NA	MT-TE	2304100062	2304101184	2304100000	2304100063	1122	63	1	0.00089126559714795	0.0158730158730159
NA	MT-CYB	2304100062	2304101184	2304100068	2304101208	1122	1140	1116	0.994652406417112	0.978947368421053
MTND1P33	MT-ND1	2304700602	2304701518	2304700593	2304701548	916	955	916	1	0.959162303664922
NA	MT-TM	2304800042	2304800805	2304800000	2304800055	763	55	13	0.0170380078636959	0.236363636363636
NA	MT-ND2	2304800042	2304800805	2304800056	2304801097	763	1041	749	0.981651376146789	0.719500480307397
MTND6P1	MT-ND6	2400200000	2400200397	2400200000	2400200399	397	399	397	1	0.994987468671679
MTCYBP1	MT-CYB	2400200470	2400201588	2400200473	2400201613	1118	1140	1115	0.997316636851521	0.978070175438597
MTND1P1	MT-TL1	2400402144	2400402511	2400402071	2400402145	367	74	1	0.00272479564032698	0.0135135135135135
MTND1P1	MT-ND1	2400402144	2400402511	2400402148	2400403103	367	955	363	0.989100817438692	0.380104712041885
MTND1P1	MT-ND1	2400500000	2400500192	2400500000	2400500205	192	205	192	1	0.936585365853659
MTND2P3	MT-TM	2400500403	2400500872	2400500345	2400500412	469	67	9	0.0191897654584222	0.134328358208955
MTND2P3	MT-ND2	2400500403	2400500872	2400500413	2400501454	469	1041	459	0.978678038379531	0.440922190201729
MTCYBP2	MT-CYB	2401200000	2401200170	2401200000	2401200321	170	321	170	1	0.529595015576324
